Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,run_time,check_CE
FairGamble,MDCE,DBCE,DBCE,0,167,0.255144368,0,0.008295285,0.000370855,FALSE,260.3136618,0.03169929
FairGamble,MDCE,DBCE,DBCE,0,168,0.283944654,0,0.011264021,0.000667466,FALSE,261.3967881,0.021912727
FairGamble,MDCE,DBCE,DBCE,0,169,0.264379291,0,0.023949815,0.001342248,FALSE,262.6644003,0.018632349
FairGamble,MDCE,DBCE,DBCE,0,170,0.278934781,0,0.003097478,0.000190745,FALSE,264.7733057,0.023428095
FairGamble,MDCE,DBCE,DBCE,0,171,0.267122788,0,0.03106047,0.001615052,FALSE,266.3626156,0.018209988
FairGamble,MDCE,DBCE,DBCE,0,172,0.27961878,0,0.00990261,0.000702637,FALSE,268.2612379,0.016032069
FairGamble,MDCE,DBCE,DBCE,0,173,0.265146913,0,0.015387695,0.000759794,FALSE,268.827857,0.012364017
FairGamble,MDCE,DBCE,DBCE,0,174,0.273268151,0,0.041093082,0.002253946,FALSE,269.9119878,0.013577267
FairGamble,MDCE,DBCE,DBCE,0,175,0.280735683,0,0.010388077,0.000687975,FALSE,273.2685752,0.019463309
FairGamble,MDCE,DBCE,DBCE,0,176,0.268724484,0,0.031753356,0.001631968,FALSE,274.0066106,0.010813629
FairGamble,MDCE,DBCE,DBCE,0,177,0.27689786,0,0.018240937,0.000726029,FALSE,275.4852836,0.010575617
FairGamble,MDCE,DBCE,DBCE,0,178,0.265432597,0,0.025578782,0.001401032,FALSE,278.461338,0.041770901
FairGamble,MDCE,DBCE,DBCE,0,179,0.304607652,0,0.008367282,0.000562209,FALSE,279.0756962,0.01727898
FairGamble,MDCE,DBCE,DBCE,0,180,0.41361894,0,0.291731544,0.023918466,FALSE,281.7846007,0.023910586
FairGamble,MDCE,DBCE,DBCE,0,181,0.339883878,0,0.138017515,0.009174928,FALSE,284.0271831,0.013429837
FairGamble,MDCE,DBCE,DBCE,0,182,0.365413898,0,0.217449178,0.015241522,FALSE,285.446888,0.015242197
FairGamble,MDCE,DBCE,DBCE,0,183,0.273881843,0,0.005640009,0.000306517,FALSE,287.5572677,0.012129366
FairGamble,MDCE,DBCE,DBCE,0,184,0.26340704,0,0.015602352,0.000836878,FALSE,288.9266734,0.052358458
